UNIQUE_IDENTIFICATION_NUMBER_OF_THE_INSTITUTION,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Percent of American Indian or Alaska Native Undergraduates,Percent of Two or More Races Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Women Undergraduates,Percent of Men Undergraduates,Percent of Nonresident Undergraduates,Percent of Undergraduates Race-Ethnicity Unknown,Percent of Undergraduates Age 25 to 64,"Percent of Full-time, First-time Degree-Seeking Undergraduates","Percent of First-Time, Full-Time International Undergraduates",Total Enrollment,Total Percent of Men Admitted,Total Percent of Women Admitted,Average Cost of Attendance Out-of-State,Average Cost of Attendance In-State,"Percent Full-time, First-time, Pell Grant Recipients Receiving an Award - 6 Years","First-Time, Full-Time Retention Rate","Out-of-State Average Tuition for First-Time, Full-Time Undergraduates","Average In-State Tuition for First-Time, Full-Time Undergraduates","Average Amount of Loans Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Institutional Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal, State, Local, or Institutional Grant Aid Awarded","Percent of First-Time, Full-Time Undergraduates Awarded Federal, State, Local or Institutional Grant Aid","Percent of First-Time, Full-Time Undergraduates Awarded Pell Grants","Average Net Price After Grants, 2020-21","Average Net Price for Low-Income Students, 2020-21","Average Net Price After Grants- Students Awarded a Grant or Scholarship, 2020-21","Number Awarded a Grant or Scholarship - Low-Income Students In-State, 2020-21","Number Awarded a Grant or Scholarship - Low-Income Students, 2020-21","Average Net Price After Grants - Low-Income Students Awarded Financial Aid, 2020-21",Cohort Default Rate,Median Debt for Dependent Students,Median Debt of Completers,Median Debt for Independent Students
120768,0.0,0.0,0.372263,0.0,0.0,0.007299,1.0,4.0,5.0,11.0,58.0,0.0,14.0,91.0,9.0,0.0,6.0,90.0,0.0,,1175.0,0.0,14.0,31024.0,31024.0,,,11482.0,11482.0,,,,,,,,,,,,,0.034,13750.0,26319.0,22309.0
121178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121309,0.075855,0.0,0.055556,0.026709,0.21047,0.19765,0.0,8.0,7.0,2.0,27.0,0.0,53.0,66.0,34.0,1.0,3.0,15.0,21.0,1.0,4445.0,91.0,80.0,54150.0,54150.0,71.0,84.0,38800.0,38800.0,8117.0,4732.0,15310.0,18365.0,100.0,19.0,34851.0,27503.0,34851.0,,40.0,27503.0,0.02,19500.0,23000.0,18750.0
121691,0.044286,0.015714,0.018571,0.067143,0.044286,0.415714,1.0,7.0,6.0,4.0,40.0,0.0,38.0,60.0,40.0,3.0,3.0,14.0,20.0,,4059.0,80.0,86.0,68976.666667,68976.666667,78.0,81.0,52150.0,52150.0,9640.0,5623.0,35181.0,41240.0,99.0,35.0,21578.0,13981.0,21578.0,,70.0,13981.0,0.016,19500.0,26249.0,30464.0
121859,,,,,,,1.0,1.0,7.0,2.0,68.0,1.0,19.0,92.0,8.0,,,43.0,10.0,,194.0,,,,,,39.0,,,5855.0,4544.0,,4544.0,57.0,49.0,14081.0,13905.0,14081.0,,14.0,13905.0,0.111,6381.0,7177.0,7089.0
122339,,,,,,,0.0,7.0,12.0,9.0,47.0,0.0,24.0,58.0,42.0,,,41.0,4.0,1.0,12956.0,,,22784.0,15416.0,32.0,60.0,8472.0,1104.0,3093.0,5517.0,200.0,6056.0,81.0,52.0,8370.0,6013.0,,153.0,,6013.0,0.182,3500.0,7724.0,4500.0
122384,,,,,,,0.0,8.0,20.0,5.0,31.0,1.0,33.0,47.0,53.0,,,43.0,3.0,1.0,13101.0,,,22784.0,15416.0,50.0,74.0,8472.0,1104.0,3464.0,4377.0,200.0,3487.0,73.0,23.0,7880.0,3884.0,,62.0,,3884.0,0.093,3500.0,6440.0,4500.0
122506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,11.0,0.0,39.0,41.0,59.0,36.0,1.0,8.0,20.0,,442.0,50.0,43.0,68555.0,68555.0,56.0,91.0,49300.0,49300.0,10018.0,5968.0,25000.0,26525.0,100.0,18.0,43036.0,27416.0,43036.0,,8.0,27416.0,0.041,,26835.0,
122782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122852,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,22319.0,22319.0,41.0,,11558.0,11558.0,,,,,,,,,,,,,0.14,7799.0,8770.0,7236.0
123165,0.2,0.007843,0.0,0.2,0.0,0.011765,0.0,10.0,14.0,4.0,13.0,0.0,54.0,100.0,0.0,0.0,67.0,0.0,29.0,4.0,1116.0,,30.0,80240.0,80240.0,83.0,97.0,58224.0,58224.0,5515.0,1116.0,31230.0,21645.0,89.0,9.0,44770.0,17911.0,44770.0,,10.0,17911.0,0.009,,14829.0,
124487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,20.0,20.0,2.0,33.0,49.0,51.0,13.0,0.0,80.0,0.0,0.0,132.0,,,19475.0,19475.0,50.0,,8964.0,8964.0,,,,,,,,,,,,,0.092,,,
125028,,,,,,,0.0,5.0,5.0,2.0,63.0,0.0,23.0,59.0,41.0,,,30.0,10.0,0.0,10741.0,,,21918.5,15170.5,46.0,75.0,7344.0,1340.0,4660.0,4938.0,996.0,5496.0,92.0,44.0,3971.0,0.0,,227.0,,0.0,0.121,5500.0,10573.0,9500.0
125037,,,,,,,,,,,,,,,,0.0,6.0,,,,258.0,,,,,,,,,,,,,,,,,,,,,0.02,,,
125082,,,,,,,1.0,1.0,10.0,10.0,57.0,1.0,20.0,85.0,15.0,,,47.0,27.0,,94.0,,,,,,91.0,,,2795.0,6334.0,,6334.0,35.0,35.0,15830.0,15830.0,15830.0,,10.0,15830.0,0.208,,,
125222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125471,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,19.0,48.0,0.0,16.0,61.0,39.0,,,47.0,4.0,5.0,9481.0,,,23281.5,15507.5,28.0,,8970.0,1196.0,3464.0,4378.0,,6319.0,59.0,39.0,10259.0,7260.0,,97.0,,7260.0,0.088,5500.0,11188.0,10500.0
126711,0.0,0.0,0.060403,0.0,0.174497,0.503356,0.0,3.0,1.0,1.0,29.0,0.0,64.0,58.0,42.0,,,31.0,5.0,1.0,5134.0,,,21474.666667,14850.666667,25.0,35.0,11184.0,4560.0,5886.0,5694.0,1466.0,6386.0,51.0,28.0,5855.0,2657.0,,31.0,,2657.0,0.105,5500.0,11000.0,5750.0
126863,,,,,,,0.0,5.0,6.0,17.0,31.0,0.0,30.0,58.0,42.0,,,21.0,3.0,0.0,7839.0,,,28988.0,17566.0,32.0,57.0,15102.0,3680.0,4391.0,4100.0,653.0,6378.0,67.0,44.0,10170.0,6051.0,,63.0,,6051.0,0.095,5500.0,11500.0,8997.0
127617,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,32.0,0.0,56.0,64.0,36.0,,,21.0,3.0,0.0,1365.0,,,28972.0,17550.0,46.0,,15102.0,3680.0,3629.0,5375.0,2649.0,5998.0,80.0,51.0,9973.0,6947.0,,20.0,,6947.0,0.093,5250.0,9549.0,6000.0
127778,,,,,,,1.0,3.0,1.0,6.0,37.0,0.0,43.0,59.0,41.0,,,25.0,15.0,15.0,1151.0,,,21945.0,19489.0,38.0,51.0,6136.0,3680.0,5410.0,3926.0,3274.0,6554.0,97.0,51.0,12664.0,11231.0,,39.0,,11231.0,0.116,5500.0,9500.0,8250.0
129154,0.0,0.023669,0.0,0.0,0.698225,0.118343,0.0,4.0,2.0,21.0,23.0,0.0,47.0,82.0,18.0,0.0,1.0,68.0,3.0,0.0,3258.0,,,35901.333333,35901.333333,38.0,,19988.0,19988.0,6010.0,5038.0,8482.0,11779.0,99.0,62.0,22382.0,22993.0,22382.0,,45.0,22993.0,0.065,8943.0,31096.0,15084.0
129491,,,,,,,,,,,,,,,,17.0,6.0,,,,112.0,,,,,,,,,,,,,,,,,,,,,0.0,,,
130004,,,,,,,0.0,2.0,4.0,16.0,40.0,0.0,31.0,59.0,41.0,,,34.0,11.0,2.0,4106.0,,,23744.0,14792.0,24.0,59.0,11952.0,3984.0,,5255.0,1732.0,7288.0,81.0,54.0,6983.0,6174.0,,142.0,,6174.0,0.13,3500.0,6000.0,7300.0
130907,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,26.0,15.0,0.0,47.0,68.0,32.0,,,35.0,13.0,,12402.0,,,21248.0,14385.0,24.0,,11438.0,4575.0,5146.0,3502.0,1194.0,4640.0,80.0,46.0,8121.0,7932.0,,432.0,,7932.0,0.091,4538.0,9000.0,5250.0
131061,,,,,,,0.0,3.0,1.0,53.0,14.0,0.0,28.0,92.0,8.0,,,53.0,25.0,,144.0,,,,,,75.0,,,4892.0,3636.0,,3955.0,89.0,71.0,17297.0,17965.0,17297.0,,24.0,17965.0,0.063,9500.0,9833.0,7450.0
131159,0.021488,0.000524,0.005765,0.373166,0.040356,0.171908,0.0,5.0,7.0,8.0,11.0,0.0,54.0,63.0,37.0,9.0,11.0,2.0,28.0,,14852.0,61.0,66.0,65631.333333,65631.333333,79.0,90.0,50542.0,50542.0,7689.0,4677.0,29078.0,27332.0,64.0,18.0,28622.0,10818.0,28622.0,,141.0,10818.0,0.017,20091.0,23250.0,22000.0
131803,0.243902,0.0,0.0,0.0,0.0,0.585366,0.0,3.0,1.0,81.0,8.0,0.0,5.0,76.0,24.0,0.0,1.0,91.0,0.0,,446.0,,,19875.0,19875.0,,,13320.0,13320.0,,,,,,,,,,,,,0.086,5500.0,40023.0,12667.0
133650,0.055252,0.0,0.021146,0.049113,0.248977,0.08663,0.0,2.0,0.0,87.0,5.0,0.0,5.0,66.0,34.0,2.0,0.0,8.0,16.0,0.0,9000.0,35.0,36.0,32263.666667,20323.666667,53.0,89.0,14524.0,3152.0,5535.0,7268.0,3322.0,11310.0,94.0,57.0,12539.0,8409.0,,236.0,,8409.0,0.076,18500.0,25000.0,20750.0
133669,0.081826,0.016906,0.03601,0.061031,0.099239,0.216906,0.0,4.0,4.0,20.0,29.0,0.0,39.0,58.0,42.0,8.0,1.0,18.0,10.0,,30155.0,75.0,80.0,32807.333333,20362.333333,56.0,80.0,14374.0,2522.0,6249.0,6747.0,3813.0,11013.0,82.0,36.0,8771.0,3877.0,,544.0,,3877.0,0.044,12000.0,17500.0,15217.0
133702,0.103918,0.0,0.035775,0.0,0.172061,0.430153,0.0,8.0,4.0,27.0,10.0,0.0,46.0,64.0,36.0,,,44.0,5.0,0.0,20717.0,,,18777.666667,11663.666667,36.0,,7947.0,2095.0,3359.0,5761.0,2034.0,5928.0,57.0,43.0,3062.0,875.0,,285.0,,875.0,0.099,6185.0,14058.0,9618.0
133809,0.0,0.150943,0.132075,0.0,0.056604,0.396226,1.0,4.0,2.0,4.0,8.0,0.0,78.0,52.0,48.0,,,2.0,36.0,1.0,535.0,81.0,84.0,28790.0,28790.0,27.0,71.0,17060.0,17060.0,6002.0,2168.0,6364.0,10154.0,84.0,28.0,20538.0,14265.0,20538.0,,22.0,14265.0,0.079,,12000.0,
133872,0.077465,0.0,0.003521,0.0,0.919014,0.0,0.0,4.0,5.0,15.0,36.0,1.0,31.0,83.0,17.0,1.0,18.0,43.0,4.0,0.0,1667.0,92.0,90.0,40520.0,40520.0,41.0,54.0,19440.0,19440.0,7108.0,4328.0,3563.0,6642.0,80.0,51.0,25111.0,23296.0,25111.0,,21.0,23296.0,0.02,14984.0,25034.0,21526.0
133881,0.436486,0.001351,0.004054,0.0,0.0,0.086486,0.0,3.0,2.0,5.0,11.0,0.0,52.0,31.0,69.0,16.0,8.0,7.0,22.0,10.0,7830.0,68.0,63.0,56347.333333,56347.333333,53.0,82.0,42346.0,42346.0,9007.0,3350.0,20736.0,25807.0,92.0,22.0,32314.0,27009.0,32314.0,,79.0,27009.0,0.052,15000.0,27000.0,14250.0
133960,0.0,0.0,0.0,0.0,0.222222,0.777778,0.0,3.0,1.0,11.0,29.0,0.0,49.0,59.0,41.0,,,49.0,13.0,0.0,865.0,,,29807.333333,19921.333333,35.0,,9933.0,2483.0,8465.0,4625.0,2361.0,4041.0,57.0,28.0,16338.0,13698.0,,14.0,,13698.0,0.158,5500.0,7750.0,9270.0
133997,,,,,,,0.0,1.0,0.0,20.0,37.0,0.0,3.0,62.0,38.0,,,56.0,19.0,,353.0,,,,,70.0,59.0,,,8301.0,5923.0,672.0,5768.0,98.0,92.0,34392.0,34349.0,34392.0,,69.0,34349.0,0.117,5500.0,9500.0,9500.0
134097,0.065594,0.010536,0.019939,0.159284,0.056984,0.224198,0.0,4.0,3.0,8.0,23.0,0.0,58.0,57.0,43.0,11.0,1.0,4.0,22.0,1.0,45130.0,38.0,37.0,32782.0,19652.0,80.0,94.0,19084.0,4640.0,6140.0,6340.0,3699.0,10620.0,94.0,25.0,12684.0,5438.0,,663.0,,5438.0,0.028,16250.0,18750.0,18617.0
134237,0.033858,0.0,0.0,0.0,0.0,0.020862,1.0,6.0,2.0,26.0,18.0,0.0,38.0,31.0,69.0,0.0,9.0,56.0,18.0,,25622.0,,,35127.0,35127.0,36.0,76.0,25687.0,25687.0,12619.0,5067.0,8498.0,9981.0,68.0,51.0,27420.0,29597.0,27420.0,,1522.0,29597.0,0.117,15750.0,27000.0,11162.0
134307,,,,,,,0.0,1.0,0.0,12.0,78.0,0.0,9.0,7.0,93.0,,,24.0,4.0,,890.0,,,,,,100.0,,,,4265.0,1797.0,4253.0,86.0,77.0,3110.0,3369.0,,50.0,,3369.0,,,,
134495,,,,,,,0.0,4.0,3.0,17.0,37.0,0.0,34.0,59.0,41.0,,,31.0,15.0,2.0,19198.0,,,21592.333333,14987.333333,29.0,62.0,7728.0,1931.0,5059.0,5190.0,1558.0,6557.0,76.0,53.0,2215.0,2848.0,,1520.0,,2848.0,0.118,5500.0,9584.0,9134.0
134574,,,,,,,0.0,7.0,2.0,27.0,17.0,0.0,43.0,88.0,12.0,,,67.0,38.0,,115.0,,,,,,,,,5602.0,3553.0,,3553.0,89.0,85.0,20286.0,20815.0,20286.0,,15.0,20815.0,0.184,4498.0,7521.0,7521.0
134811,0.169492,0.0,0.0,0.0,0.0,0.169492,0.0,1.0,1.0,17.0,32.0,0.0,28.0,66.0,34.0,68.0,5.0,53.0,6.0,,934.0,,,38364.0,38364.0,28.0,53.0,19260.0,19260.0,8768.0,5698.0,2341.0,6422.0,76.0,43.0,29453.0,26175.0,29453.0,,23.0,26175.0,0.153,15556.0,29453.0,13000.0
135294,,,,,,,1.0,0.0,0.0,57.0,30.0,1.0,11.0,41.0,59.0,,,64.0,7.0,,619.0,,,,,,66.0,,,,3379.0,590.0,2335.0,72.0,42.0,6906.0,5237.0,,64.0,,5237.0,,,,
135337,,,,,,,0.0,4.0,1.0,38.0,15.0,0.0,41.0,95.0,5.0,,,60.0,34.0,,85.0,,,,,,56.0,,,5602.0,3620.0,,3620.0,80.0,79.0,12447.0,11280.0,12447.0,,4.0,11280.0,0.09,3666.0,6333.0,6333.0
135407,,,,,,,0.0,4.0,1.0,11.0,35.0,0.0,45.0,45.0,55.0,,,40.0,60.0,,1044.0,,,,,,74.0,,,,2876.0,502.0,2977.0,77.0,32.0,4233.0,2462.0,,39.0,,2462.0,,,,
135717,0.102878,0.0,0.061151,0.0,0.210072,0.399281,0.0,1.0,1.0,14.0,72.0,0.0,5.0,59.0,41.0,,,28.0,16.0,0.0,44002.0,,,26909.0,20086.0,40.0,,7947.0,1987.0,5125.0,6483.0,2338.0,6698.0,92.0,63.0,4211.0,3313.0,,2685.0,,3313.0,0.08,5500.0,9500.0,10000.0
136303,,,,,,,0.0,0.0,4.0,52.0,27.0,1.0,15.0,91.0,9.0,,,27.0,27.0,,243.0,,,,,,44.0,,,,2171.0,3230.0,2488.0,66.0,55.0,11501.0,9363.0,,14.0,,9363.0,,,,
136400,0.0,0.0,0.0,0.0,0.361607,0.638393,0.0,0.0,4.0,7.0,12.0,0.0,60.0,62.0,38.0,,,22.0,12.0,0.0,9257.0,,,21276.0,12399.0,34.0,,9272.0,2297.0,4536.0,5656.0,1866.0,5596.0,57.0,42.0,5305.0,3403.0,,244.0,,3403.0,0.086,5500.0,10286.0,9500.0
136473,0.138776,0.0,0.0,0.0,0.171429,0.689796,1.0,7.0,2.0,18.0,9.0,0.0,62.0,66.0,34.0,,,36.0,9.0,0.0,8604.0,,,17277.0,10162.0,30.0,,7558.0,1890.0,2584.0,5418.0,2102.0,6027.0,68.0,49.0,3464.0,1863.0,,273.0,,1863.0,0.135,3500.0,7000.0,5981.0
136765,,,,,,,0.0,0.0,1.0,18.0,48.0,0.0,33.0,50.0,50.0,,,53.0,84.0,,335.0,,,27423.0,20943.0,,15.0,10368.0,3888.0,,4459.0,750.0,4749.0,89.0,89.0,16194.0,22744.0,,269.0,,22744.0,,,,
136774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,3.0,13.0,0.0,44.0,72.0,28.0,,,5.0,24.0,,1663.0,64.0,70.0,69472.333333,69472.333333,58.0,83.0,46600.0,46600.0,12755.0,5012.0,12655.0,15756.0,97.0,21.0,51318.0,42330.0,51318.0,,41.0,42330.0,0.014,27000.0,27000.0,32500.0
137096,0.131148,0.0,0.088525,0.0,0.44918,0.298361,0.0,4.0,4.0,12.0,21.0,0.0,54.0,55.0,45.0,,,23.0,12.0,4.0,12830.0,,,19503.0,12877.0,55.0,,7418.0,1872.0,2295.0,2745.0,2157.0,2713.0,64.0,35.0,11341.0,9339.0,,252.0,,9339.0,0.104,5700.0,11250.0,10500.0
137315,0.0,0.0,0.195122,0.0,0.121951,0.682927,0.0,2.0,2.0,10.0,39.0,0.0,41.0,65.0,35.0,,,26.0,12.0,0.0,2777.0,,,19902.5,11208.5,46.0,,11829.0,3135.0,4582.0,6004.0,1057.0,5715.0,78.0,63.0,3958.0,3135.0,,125.0,,3135.0,0.096,4500.0,8377.0,6322.0
137962,0.0,0.0,0.166667,0.0,0.0,0.166667,1.0,3.0,3.0,22.0,20.0,0.0,45.0,41.0,59.0,,,39.0,17.0,0.0,204.0,49.0,43.0,24808.333333,24808.333333,8.0,53.0,15200.0,15200.0,7165.0,5583.0,3442.0,8227.0,100.0,56.0,14857.0,15597.0,14857.0,,11.0,15597.0,0.113,9500.0,26450.0,15600.0
139393,0.114679,0.0,0.073394,0.105505,0.0,0.087156,1.0,6.0,2.0,3.0,1.0,0.0,85.0,53.0,47.0,10.0,0.0,1.0,29.0,3.0,914.0,88.0,89.0,47290.0,47290.0,69.0,83.0,36700.0,36700.0,8399.0,6333.0,22674.0,25140.0,99.0,23.0,25536.0,17391.0,25536.0,,14.0,17391.0,0.008,,23430.0,
140872,0.042553,0.0,0.092199,0.021277,0.124113,0.322695,0.0,3.0,1.0,15.0,10.0,0.0,66.0,48.0,52.0,2.0,4.0,11.0,19.0,5.0,1215.0,69.0,72.0,40493.333333,40493.333333,35.0,61.0,25180.0,25180.0,6517.0,4410.0,12739.0,18995.0,99.0,40.0,23917.0,21837.0,23917.0,,54.0,21837.0,0.104,12000.0,24000.0,15306.0
141015,,,,,,,1.0,5.0,1.0,13.0,8.0,0.0,69.0,60.0,40.0,,,72.0,17.0,,144.0,,,,,,70.0,,,9087.0,4425.0,,4425.0,33.0,33.0,,,,,,,0.046,17000.0,27883.0,28190.0
141060,0.146392,0.0,0.035052,0.212371,0.086598,0.0,1.0,0.0,0.0,97.0,0.0,0.0,1.0,100.0,0.0,,,2.0,33.0,1.0,2417.0,,51.0,43223.0,43223.0,67.0,91.0,25249.0,25249.0,6553.0,5272.0,7376.0,10839.0,96.0,43.0,28527.0,24944.0,28527.0,,123.0,24944.0,0.035,22796.0,26000.0,26413.0
141334,0.06087,0.0,0.063043,0.143478,0.171196,0.223913,0.0,4.0,1.0,34.0,9.0,0.0,49.0,65.0,35.0,1.0,3.0,13.0,15.0,1.0,12687.0,63.0,74.0,33652.0,22597.0,42.0,69.0,15426.0,4371.0,5748.0,6173.0,5619.0,8371.0,88.0,53.0,15296.0,14220.0,,461.0,,14220.0,0.074,14435.0,24026.0,12500.0
141802,,,,,,,0.0,30.0,24.0,1.0,15.0,5.0,17.0,62.0,38.0,,,24.0,8.0,1.0,1343.0,,,23016.5,17880.5,29.0,61.0,8280.0,3144.0,3550.0,2989.0,1937.0,4536.0,84.0,39.0,9809.0,8560.0,,27.0,,8560.0,0.098,5500.0,7329.0,9500.0
142276,0.067757,0.052181,0.065421,0.05919,0.313863,0.115265,2.0,3.0,2.0,1.0,13.0,0.0,72.0,59.0,41.0,4.0,5.0,21.0,14.0,2.0,12135.0,,,37492.666667,20038.666667,33.0,65.0,23382.0,5928.0,5293.0,2668.0,5363.0,8089.0,86.0,39.0,13012.0,14986.0,,233.0,,14986.0,0.055,11000.0,21000.0,15750.0
142416,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,91.0,9.0,,,64.0,82.0,,11.0,,,,,,89.0,,,9500.0,5500.0,250.0,5750.0,92.0,92.0,12067.0,12627.0,12067.0,,12.0,12627.0,0.125,11750.0,14000.0,14000.0
142489,,,,,,,5.0,9.0,0.0,0.0,9.0,0.0,77.0,100.0,0.0,,,44.0,21.0,,43.0,,,,,,75.0,,,7300.0,5796.0,,5796.0,67.0,67.0,11190.0,12105.0,11190.0,,8.0,12105.0,0.25,6000.0,10250.0,10500.0
143118,0.018325,0.018325,0.068063,0.009599,0.240838,0.230366,0.0,3.0,3.0,5.0,38.0,0.0,43.0,66.0,34.0,0.0,5.0,13.0,20.0,0.0,6165.0,87.0,86.0,37334.0,37334.0,48.0,78.0,26400.0,26400.0,5739.0,6534.0,13155.0,18441.0,99.0,46.0,17410.0,12902.0,17410.0,,126.0,12902.0,0.042,15000.0,21250.0,20673.0
144281,0.005243,0.002247,0.002996,0.0,0.0,0.036704,0.0,5.0,4.0,15.0,24.0,0.0,47.0,60.0,40.0,23.0,1.0,7.0,26.0,2.0,6736.0,94.0,97.0,43252.0,43252.0,41.0,62.0,26610.0,26610.0,7202.0,4243.0,15018.0,20992.0,99.0,53.0,25262.0,19039.0,25262.0,,472.0,19039.0,0.061,17750.0,25000.0,23125.0
144573,,,,,,,1.0,8.0,1.0,36.0,8.0,0.0,44.0,99.0,1.0,,,40.0,5.0,,134.0,,,,,,100.0,,,7375.0,6345.0,,6345.0,75.0,75.0,13899.0,13458.0,13899.0,,3.0,13458.0,0.061,8104.0,9000.0,7307.0
145275,,,,,,,,,,,,,,,,16.0,2.0,,,,284.0,,,,,,,,,,,,,,,,,,,,,0.035,,,
145309,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,96.0,69.0,31.0,,,50.0,38.0,,48.0,,,,,,89.0,,,5532.0,4888.0,,4888.0,63.0,63.0,11322.0,7995.0,11322.0,,2.0,7995.0,0.05,,,
145372,0.09434,0.0,0.198113,0.0,0.0,0.169811,0.0,4.0,0.0,13.0,5.0,0.0,61.0,46.0,54.0,0.0,3.0,10.0,23.0,15.0,1047.0,76.0,87.0,41874.0,41874.0,48.0,70.0,29260.0,29260.0,7642.0,5864.0,16049.0,20383.0,99.0,48.0,21848.0,18373.0,21848.0,,45.0,18373.0,0.049,16750.0,25000.0,13035.0
145497,0.0,0.0,0.027027,0.0,0.189189,0.351351,0.0,1.0,0.0,0.0,4.0,0.0,94.0,82.0,18.0,,,4.0,1.0,,170.0,50.0,100.0,32048.0,32048.0,3.0,87.0,13400.0,13400.0,5500.0,5899.0,11404.0,17116.0,38.0,25.0,3914.0,,3914.0,,0.0,,0.054,,,
145521,,,,,,,1.0,3.0,2.0,9.0,5.0,0.0,76.0,62.0,38.0,,,22.0,19.0,1.0,1203.0,,,15390.5,15390.5,28.0,64.0,5856.0,5856.0,3684.0,3827.0,2313.0,5281.0,92.0,56.0,7289.0,5343.0,,46.0,,5343.0,0.1,5421.0,8029.0,7351.0
145600,0.120348,0.000198,0.025732,0.051663,0.121536,0.1538,0.0,3.0,21.0,7.0,35.0,0.0,24.0,53.0,47.0,19.0,3.0,9.0,18.0,5.0,34199.0,74.0,82.0,41376.0,27026.0,59.0,81.0,27020.0,12253.0,6873.0,5232.0,5450.0,13420.0,75.0,54.0,10725.0,8739.0,,888.0,,8739.0,0.025,13350.0,17250.0,19054.0
145682,,,,,,,0.0,5.0,2.0,11.0,5.0,0.0,74.0,60.0,40.0,,,24.0,10.0,2.0,7385.0,,,22500.0,20700.0,31.0,68.0,11497.0,9236.0,5116.0,3457.0,2909.0,4421.0,73.0,31.0,8527.0,5393.0,,106.0,,5393.0,0.112,5250.0,8000.0,6007.0
146472,,,,,,,0.0,3.0,5.0,7.0,45.0,0.0,35.0,58.0,42.0,,,36.0,9.0,1.0,12117.0,,,23646.0,20454.0,29.0,72.0,12208.0,9016.0,4545.0,5005.0,1769.0,5459.0,47.0,32.0,5486.0,5118.0,,174.0,,5118.0,0.094,4500.0,7939.0,6481.0
146685,,,,,,,1.0,7.0,1.0,10.0,4.0,0.0,71.0,61.0,39.0,,,30.0,14.0,0.0,4840.0,,,18745.0,15517.0,27.0,68.0,9684.0,6456.0,4508.0,3729.0,3700.0,4682.0,73.0,36.0,4604.0,3237.0,,109.0,,3237.0,0.117,5500.0,10489.0,8470.0
146719,0.149717,0.0,0.019386,0.079034,0.169102,0.215926,0.0,5.0,13.0,6.0,19.0,0.0,53.0,68.0,32.0,4.0,5.0,7.0,24.0,2.0,17498.0,73.0,79.0,59823.333333,59823.333333,67.0,88.0,46410.0,46410.0,8374.0,3497.0,23123.0,25854.0,98.0,22.0,29371.0,20824.0,29371.0,,205.0,20824.0,0.027,19500.0,24194.0,22000.0
146977,,,,,,,,,,,,,,,,12.0,0.0,,,,203.0,,,,,,,,,,,,,,,,,,,,,0.042,,,
147378,,,,,,,0.0,2.0,3.0,10.0,27.0,0.0,48.0,52.0,48.0,,,20.0,12.0,1.0,10578.0,,,19398.0,18102.0,33.0,72.0,8800.0,7584.0,4523.0,8731.0,5154.0,9633.0,51.0,45.0,1831.0,1561.0,,531.0,,1561.0,0.069,5500.0,9222.0,9273.0
147776,0.078693,0.081663,0.107647,0.046771,0.012621,0.240535,0.0,2.0,9.0,11.0,42.0,0.0,23.0,58.0,42.0,3.0,5.0,43.0,7.0,1.0,6440.0,55.0,67.0,35848.666667,25757.666667,23.0,61.0,20182.0,10091.0,6190.0,5269.0,2957.0,10529.0,78.0,63.0,14133.0,12651.0,,129.0,,12651.0,0.07,9500.0,15000.0,13300.0
148292,,,,,,,0.0,3.0,1.0,18.0,4.0,0.0,72.0,64.0,36.0,,,32.0,6.0,0.0,2252.0,,,27280.0,17110.0,33.0,65.0,18840.0,8670.0,4988.0,2673.0,2887.0,4268.0,90.0,41.0,5524.0,3986.0,,41.0,,3986.0,0.135,3745.0,7477.0,5000.0
148380,,,,,,,0.0,2.0,4.0,10.0,25.0,0.0,56.0,57.0,43.0,,,28.0,13.0,1.0,5494.0,,,25797.0,17157.0,32.0,68.0,17040.0,8400.0,4170.0,5892.0,1628.0,4546.0,50.0,30.0,9676.0,6439.0,,120.0,,6439.0,0.074,4500.0,8508.0,5995.0
